,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30
10,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.03116297535598278,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.2278331220149994,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429,0.42828917503356934,0.0003445585025474429,0.0003445585025474429,0.11598077416419983,0.1881200224161148,0.0003445585025474429,0.0003445585025474429,0.0003445585025474429
11,0.06469062715768814,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.15705154836177826,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.4544216990470886,0.1901681125164032,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.0009275744087062776,0.11047869175672531,0.0009275744087062776
12,0.0002877488441299647,0.0002877488441299647,0.05364450812339783,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.027696553617715836,0.0002877488441299647,0.055408719927072525,0.0002877488441299647,0.06987868249416351,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.0002877488441299647,0.13722406327724457,0.0002877488441299647,0.0002877488441299647,0.6492415070533752,0.0002877488441299647,0.0002877488441299647
13,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.3214247226715088,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.1311047226190567,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.5254970192909241,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874,0.000813834834843874
14,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.11423610895872116,0.000629692745860666,0.000629692745860666,0.7831133604049683,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.0856487825512886,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666,0.000629692745860666
15,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.6213160157203674,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.0007949324208311737,0.18459661304950714,0.17262424528598785,0.0007949324208311737
16,0.0006541037582792342,0.07913418114185333,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.05263719707727432,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.749711811542511,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.10151010751724243,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342,0.0006541037582792342
17,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.256068617105484,0.0007947265403345227,0.0007947265403345227,0.05470212548971176,0.11173055320978165,0.13839875161647797,0.0007947265403345227,0.06796248257160187,0.0007947265403345227,0.0007947265403345227,0.17496134340763092,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.0007947265403345227,0.14111055433750153,0.037581559270620346
18,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.09275854378938675,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.029779016971588135,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352,0.016799798235297203,0.8475232720375061,0.0005053621716797352,0.0005053621716797352,0.0005053621716797352
19,0.00046442809980362654,0.00046442809980362654,0.09893432259559631,0.2782022953033447,0.00046442809980362654,0.06144661456346512,0.11948051303625107,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.13827721774578094,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.17254289984703064,0.00046442809980362654,0.12043432146310806,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654,0.00046442809980362654
20,0.061379581689834595,0.1319057196378708,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.09780242294073105,0.00045111202052794397,0.02558814361691475,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.08975176513195038,0.00045111202052794397,0.22307690978050232,0.1659657210111618,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.17866773903369904,0.00045111202052794397,0.00045111202052794397,0.00045111202052794397,0.0163886621594429
21,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.30970853567123413,0.00045168231008574367,0.00045168231008574367,0.3359542787075043,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.08861727267503738,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367,0.1512749046087265,0.10315291583538055,0.00045168231008574367,0.00045168231008574367,0.00045168231008574367
22,0.0003668079152703285,0.0003668079152703285,0.07507525384426117,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.07010912895202637,0.0003668079152703285,0.0003668079152703285,0.0668640285730362,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.0003668079152703285,0.3679160475730896,0.09194505214691162,0.10366634279489517,0.0003668079152703285,0.0003668079152703285,0.03922669589519501,0.0003668079152703285,0.0003668079152703285,0.027910787612199783,0.11879827827215195,0.031152253970503807,0.0003668079152703285,0.0003668079152703285
23,0.000497952860314399,0.014088005758821964,0.000497952860314399,0.000497952860314399,0.11590778082609177,0.000497952860314399,0.06441806256771088,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.03257295861840248,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.5232275128364563,0.07082710415124893,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.16750562191009521,0.000497952860314399,0.000497952860314399,0.000497952860314399,0.000497952860314399
24,0.00038890319410711527,0.1657036691904068,0.12698392570018768,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.11557931452989578,0.07434689998626709,0.016056595370173454,0.00038890319410711527,0.08923520892858505,0.00038890319410711527,0.00038890319410711527,0.3208315670490265,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527,0.08270694315433502,0.00038890319410711527,0.00038890319410711527,0.00038890319410711527
25,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.090756356716156,0.0007581513491459191,0.0007581513491459191,0.3539741039276123,0.0007581513491459191,0.0007581513491459191,0.23531199991703033,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.30024561285972595,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191,0.0007581513491459191
26,0.4311646521091461,0.0006959566380828619,0.06995974481105804,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.06897301971912384,0.0006959566380828619,0.20786219835281372,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.11044427007436752,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.0006959566380828619,0.09489312767982483,0.0006959566380828619
27,0.0005766523536294699,0.3989015221595764,0.09112462401390076,0.0005766523536294699,0.07535848766565323,0.0005766523536294699,0.0005766523536294699,0.042280327528715134,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.08721420913934708,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.11573178321123123,0.12204229831695557,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.0005766523536294699,0.054660387337207794,0.0005766523536294699,0.0005766523536294699
28,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.15328289568424225,0.17175588011741638,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.07950083166360855,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.2957245409488678,0.0006956598372198641,0.0006956598372198641,0.11196669191122055,0.1710732877254486,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641,0.0006956598372198641
29,0.0005651399260386825,0.12127112597227097,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.6940514445304871,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.16941861808300018,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825,0.0005651399260386825
30,0.057763613760471344,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.10355698317289352,0.0005753049626946449,0.0482294075191021,0.0005753049626946449,0.6220266222953796,0.0005753049626946449,0.08676698803901672,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0678490623831749,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449,0.0005753049626946449
31,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0753285139799118,0.030557608231902122,0.0002980800636578351,0.11887945979833603,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.7542020678520203,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351,0.013580398634076118,0.0002980800636578351,0.0002980800636578351,0.0002980800636578351
32,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.07470760494470596,0.3303014934062958,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.06005949154496193,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964,0.08977992832660675,0.0007422284106723964,0.0007422284106723964,0.4265957772731781,0.0007422284106723964,0.0007422284106723964,0.0007422284106723964
33,0.00020112392667215317,0.00020112392667215317,0.044926129281520844,0.00020112392667215317,0.00020112392667215317,0.040167149156332016,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.03159167617559433,0.00020112392667215317,0.15340712666511536,0.00020112392667215317,0.021306771785020828,0.00020112392667215317,0.00020112392667215317,0.07040013372898102,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.00020112392667215317,0.5184757113456726,0.00020112392667215317,0.11530062556266785,0.00020112392667215317
34,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.183004230260849,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.1366049349308014,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.051599666476249695,0.0006424026796594262,0.0006424026796594262,0.15518207848072052,0.0006424026796594262,0.0006424026796594262,0.12204766273498535,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.0006424026796594262,0.025551687926054,0.09252273291349411,0.10299491137266159,0.11700164526700974,0.0006424026796594262,0.0006424026796594262
35,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.17220959067344666,0.08863482624292374,0.0006949177477508783,0.0006949177477508783,0.11531944572925568,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.08047723770141602,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.48251792788505554,0.0006949177477508783,0.0006949177477508783,0.0006949177477508783,0.04416293278336525
36,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.16625472903251648,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.1119755432009697,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.522190272808075,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.0009028249187394977,0.17610597610473633,0.0009028249187394977
37,0.0869540274143219,0.206791952252388,0.1122884601354599,0.07719944417476654,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.04984559491276741,0.00077610689913854,0.00077610689913854,0.1477203518152237,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.014111141674220562,0.00077610689913854,0.00077610689913854,0.2423257976770401,0.046464987099170685,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854,0.00077610689913854
38,0.0003094939747825265,0.0003094939747825265,0.03248327597975731,0.0003094939747825265,0.0003094939747825265,0.027400745078921318,0.0003094939747825265,0.0457913838326931,0.0003094939747825265,0.0003094939747825265,0.04592061787843704,0.0003094939747825265,0.0003094939747825265,0.026264196261763573,0.06116087734699249,0.0003094939747825265,0.030175387859344482,0.0003094939747825265,0.04629286006093025,0.0003094939747825265,0.0003094939747825265,0.0003094939747825265,0.2513693571090698,0.0003094939747825265,0.0003094939747825265,0.08379635959863663,0.3113606870174408,0.0003094939747825265,0.032413337379693985,0.0003094939747825265
39,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.21546737849712372,0.03836333751678467,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.0012376251397654414,0.07877136766910553,0.0012376251397654414,0.2722303569316864,0.0012376251397654414,0.3642268776893616,0.0012376251397654414,0.0012376251397654414
40,0.3740836977958679,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.09039083868265152,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.07017596811056137,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.09388602524995804,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.0007261094287969172,0.28441449999809265,0.0007261094287969172,0.0007261094287969172,0.06962233036756516
41,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.03490723296999931,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.06493094563484192,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.7406790852546692,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.0005468573071993887,0.08860396593809128,0.0005468573071993887,0.0005468573071993887,0.05720732733607292
42,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.4060755968093872,0.0006178960320539773,0.10249326378107071,0.027769645676016808,0.0006178960320539773,0.0006178960320539773,0.06782210618257523,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773,0.08258209377527237,0.2984277904033661,0.0006178960320539773,0.0006178960320539773,0.0006178960320539773
43,0.0011914799688383937,0.23965202271938324,0.0011914799688383937,0.0011914799688383937,0.49644240736961365,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.09834036976099014,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.13458667695522308,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937,0.0011914799688383937
44,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725,0.9908753633499146,0.00031464273342862725,0.00031464273342862725,0.00031464273342862725
45,0.0007767278584651649,0.09578122943639755,0.0007767278584651649,0.0007767278584651649,0.05474453419446945,0.10270560532808304,0.0007767278584651649,0.043389443308115005,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649,0.1295328587293625,0.5552048683166504,0.0007767278584651649,0.0007767278584651649,0.0007767278584651649
