,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40
0,0.00024088600184768438,0.038779500871896744,0.05954762175679207,0.05612014979124069,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.051361083984375,0.32645899057388306,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.05330318585038185,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.32733672857284546,0.00024088600184768438,0.079384446144104,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438,0.00024088600184768438
1,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.033233642578125,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.04925674572587013,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.017536550760269165,0.0003125984512735158,0.17125985026359558,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.7177722454071045,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158,0.0003125984512735158
2,0.00043202261440455914,0.022686824202537537,0.03557329624891281,0.13888080418109894,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.4711132049560547,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.1689816117286682,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.04642012342810631,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.00043202261440455914,0.07663089036941528,0.025888504460453987,0.00043202261440455914,0.00043202261440455914
3,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.27277645468711853,0.00026353911380283535,0.029130585491657257,0.11141885817050934,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.06723272800445557,0.00026353911380283535,0.00026353911380283535,0.03610058128833771,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.00026353911380283535,0.42414629459381104,0.00026353911380283535,0.05049770697951317,0.00026353911380283535,0.00026353911380283535
4,0.0005964590818621218,0.07459898293018341,0.052039388567209244,0.0005964590818621218,0.0005964590818621218,0.04096366465091705,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.04713568463921547,0.0005964590818621218,0.04048939794301987,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.2948892414569855,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.10583728551864624,0.0005964590818621218,0.03179802745580673,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218,0.2937580347061157,0.0005964590818621218,0.0005964590818621218,0.0005964590818621218
5,0.00045494450023397803,0.00045494450023397803,0.07111144810914993,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.12135717272758484,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.01865309663116932,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.6200907826423645,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.025197356939315796,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.1281219869852066,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803,0.00045494450023397803
6,0.0005959557602182031,0.0005959557602182031,0.023481780663132668,0.0005959557602182031,0.0005959557602182031,0.24869753420352936,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.49791112542152405,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.17692126333713531,0.032129835337400436,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031,0.0005959557602182031
7,0.000316620891680941,0.000316620891680941,0.3322795331478119,0.000316620891680941,0.000316620891680941,0.05532841384410858,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.13982731103897095,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.2492353320121765,0.000316620891680941,0.000316620891680941,0.04380738362669945,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.08146873116493225,0.08760476857423782,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941,0.000316620891680941
8,0.00022536936739925295,0.00022536936739925295,0.1594768464565277,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.14397543668746948,0.06338272988796234,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295,0.030904076993465424,0.00022536936739925295,0.00022536936739925295,0.5943729877471924,0.00022536936739925295,0.00022536936739925295,0.00022536936739925295
9,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.03748954087495804,0.00021822529379278421,0.010239656083285809,0.00021822529379278421,0.5245398283004761,0.04554298520088196,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.10801748186349869,0.00021822529379278421,0.04153689369559288,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.00021822529379278421,0.1400277316570282,0.00021822529379278421,0.00021822529379278421,0.085622638463974
10,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.13521040976047516,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.04870380088686943,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0341254323720932,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.014611211605370045,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.013335954397916794,0.0003678754437714815,0.031089073047041893,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.0003678754437714815,0.6526500582695007,0.03670148923993111,0.02216837741434574,0.0003678754437714815
11,0.000926625041756779,0.1982438862323761,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.5507643222808838,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.11001257598400116,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.053363263607025146,0.000926625041756779,0.000926625041756779,0.055184073746204376,0.000926625041756779,0.000926625041756779,0.000926625041756779,0.000926625041756779
12,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.03908064588904381,0.0003015878901351243,0.06595461815595627,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.055429019033908844,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.023217100650072098,0.0003015878901351243,0.4417494833469391,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.0003015878901351243,0.25656846165657043,0.0003015878901351243,0.10804828256368637,0.0003015878901351243
13,0.02931097336113453,0.14643187820911407,0.0008070209296420217,0.0008070209296420217,0.02051612176001072,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.25714579224586487,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217,0.5183494687080383,0.0008070209296420217,0.0008070209296420217,0.0008070209296420217
14,0.0006103417254053056,0.0679563581943512,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.49771204590797424,0.0006103417254053056,0.17202462255954742,0.03508150577545166,0.0006103417254053056,0.09084910899400711,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.0006103417254053056,0.11562475562095642
15,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.11164259165525436,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.14398691058158875,0.0010008224053308368,0.0010008224053308368,0.052213795483112335,0.0010008224053308368,0.0010008224053308368,0.10477033257484436,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.55235755443573,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368,0.0010008224053308368
