,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45
0,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.12491681426763535,0.0002139716234523803,0.0002139716234523803,0.12002529203891754,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.05808328092098236,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.06455054879188538,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.03214232251048088,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.19138285517692566,0.03330858051776886,0.0002139716234523803,0.0002139716234523803,0.0002139716234523803,0.31757596135139465,0.0002139716234523803,0.0002139716234523803,0.0503113828599453,0.0002139716234523803,0.0002139716234523803
1,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.049803558737039566,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.03218579664826393,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.9063374996185303,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757,0.00027793270419351757
2,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.17950087785720825,0.00038377137389034033,0.04616953805088997,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.3844507932662964,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.03902918100357056,0.00038377137389034033,0.12352696806192398,0.00038377137389034033,0.00038377137389034033,0.09896572679281235,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.06671871989965439,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.00038377137389034033,0.04743867367506027,0.00038377137389034033,0.00038377137389034033
3,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.2502750754356384,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.037494171410799026,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.03355294466018677,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.038723938167095184,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.5895308256149292,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.04129409044981003,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175,0.00023407398839481175
4,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.023895569145679474,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.1427890956401825,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.7546729445457458,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.056926313787698746,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312,0.0005296602612361312
5,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.11854608356952667,0.15067432820796967,0.12500450015068054,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.1147642657160759,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.07968727499246597,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.11062157154083252,0.00040623045060783625,0.00040623045060783625,0.03269641846418381,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625,0.2529749870300293,0.00040623045060783625,0.00040623045060783625,0.00040623045060783625
6,0.0005293693393468857,0.0005293693393468857,0.03408278897404671,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.4285683035850525,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.42108166217803955,0.0945630893111229,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857,0.0005293693393468857
7,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.016470368951559067,0.00028154131723567843,0.00028154131723567843,0.04342563822865486,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.5492420196533203,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843,0.013540668413043022,0.00028154131723567843,0.00028154131723567843,0.36605963110923767,0.00028154131723567843,0.00028154131723567843,0.00028154131723567843
8,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.0490298755466938,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.022314002737402916,0.00020044851407874376,0.07800333201885223,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.07532991468906403,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.5520206689834595,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376,0.21548466384410858,0.00020044851407874376,0.00020044851407874376,0.00020044851407874376
9,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.020786356180906296,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.13710185885429382,0.05495613068342209,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908,0.02393379621207714,0.00019344010797794908,0.00019344010797794908,0.14448516070842743,0.00019344010797794908,0.611192524433136,0.00019344010797794908,0.00019344010797794908,0.00019344010797794908
