,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
84,84,3.0,0.699203372001648,"[(3, 0.6992034), (8, 0.28127748)]"
85,85,8.0,0.9876695275306702,"[(8, 0.98766947)]"
86,86,5.0,0.8874750137329102,"[(0, 0.012501863), (1, 0.012501255), (2, 0.012501355), (3, 0.0125051215), (4, 0.012504402), (5, 0.887475), (6, 0.012504038), (7, 0.012501924), (8, 0.012503885), (9, 0.012501169)]"
87,87,6.0,0.9902155995368958,"[(6, 0.9902156)]"
88,88,3.0,0.9849966764450073,"[(3, 0.9849966)]"
89,89,6.0,0.9808454513549805,"[(6, 0.9808455)]"
90,90,2.0,0.985709547996521,"[(2, 0.9857096)]"
91,91,1.0,0.9888864159584045,"[(1, 0.9888864)]"
92,92,1.0,0.9709600806236267,"[(1, 0.9709601)]"
93,93,1.0,0.6778784990310669,"[(1, 0.6778785), (7, 0.31211787)]"
94,94,9.0,0.9819961190223694,"[(9, 0.9819962)]"
95,95,6.0,0.9883090853691101,"[(6, 0.9883091)]"
96,96,1.0,0.9863598942756653,"[(1, 0.98635995)]"
97,97,9.0,0.9636116623878479,"[(3, 0.025996242), (9, 0.96361166)]"
98,98,4.0,0.9819951057434082,"[(4, 0.9819951)]"
99,99,6.0,0.9678494930267334,"[(6, 0.9678495)]"
100,100,7.0,0.9888869524002075,"[(7, 0.98888695)]"
101,101,8.0,0.5814817547798157,"[(0, 0.0724189), (2, 0.07712853), (3, 0.26634988), (8, 0.58148175)]"
102,102,4.0,0.9867600798606873,"[(4, 0.98676014)]"
103,103,3.0,0.988605260848999,"[(3, 0.98860526)]"
104,104,3.0,0.9867620468139648,"[(3, 0.98676205)]"
105,105,3.0,0.9906219840049744,"[(3, 0.990622)]"
106,106,7.0,0.9922385811805725,"[(7, 0.99223864)]"
107,107,3.0,0.44587022066116333,"[(1, 0.36456403), (3, 0.44587022), (8, 0.18047214)]"
108,108,3.0,0.9735226631164551,"[(3, 0.9735226)]"
109,109,4.0,0.9819969534873962,"[(4, 0.98199695)]"
110,110,7.0,0.9915072321891785,"[(7, 0.9915073)]"
