,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20
0,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.9860289096832275,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353,0.0007353221881203353
1,0.9838972687721252,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534,0.0008475129725411534
2,0.0006944714114069939,0.0006944714114069939,0.9868050813674927,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939,0.0006944714114069939
3,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.9836201071739197,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328,0.0008620988228358328
4,0.0006757202208973467,0.9871613383293152,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467,0.0006757202208973467
5,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.9830349683761597,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556,0.0008928944007493556
6,0.002500076312571764,0.002500076312571764,0.0025000772438943386,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.0025000765454024076,0.002500076312571764,0.002500076312571764,0.9524984955787659,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764,0.002500076312571764
7,0.0006410556379705667,0.0006410556379705667,0.9878199696540833,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667,0.0006410556379705667
8,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500176206231117,0.012500176206231117,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.012500175274908543,0.7624966502189636
9,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.980611264705658,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295,0.0010204584104940295
10,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.9898933172225952,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848,0.0005319334450177848
11,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.2928881347179413,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.6866562366485596,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012,0.0011364211095497012
12,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.683154284954071,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.2998631000518799,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516,0.0009434789535589516
13,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.9909521341323853,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134,0.0004762049356941134
14,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.24713177978992462,0.17179100215435028,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.3438214361667633,0.0006494101835414767,0.2268652319908142,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767,0.0006494101835414767
15,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111756321042776,0.978887677192688,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558,0.0011111755156889558
16,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.573386549949646,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652,0.40411245822906494,0.0012500562006607652,0.0012500562006607652,0.0012500562006607652
17,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.9916662573814392,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834,0.0004386206273920834
18,0.0009091562242247164,0.5060195922851562,0.0009091562242247164,0.0009091563988476992,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.4776155948638916,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164,0.0009091562242247164
19,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.9908648729324341,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814,0.00048079638509079814
20,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.9809993505477905,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903,0.0010000343900173903
21,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804497240111232,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.0009804494911804795,0.9813714623451233,0.0009804494911804795
22,0.0010638933163136244,0.9797860383987427,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.001063893549144268,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244,0.0010638933163136244
