,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
0,0,10.0,0.9860289692878723,"[(10, 0.9860289)]"
1,1,0.0,0.9838972687721252,"[(0, 0.98389727)]"
2,2,2.0,0.9868050217628479,"[(2, 0.9868051)]"
3,3,14.0,0.9836201071739197,"[(14, 0.9836201)]"
4,4,1.0,0.9871612787246704,"[(1, 0.98716134)]"
5,5,4.0,0.9830349683761597,"[(4, 0.98303497)]"
6,6,12.0,0.9524984955787659,"[(12, 0.9524985)]"
7,7,2.0,0.9878199100494385,"[(2, 0.98781997)]"
8,8,19.0,0.7624966502189636,"[(0, 0.012500176), (1, 0.012500176), (2, 0.012500176), (3, 0.012500176), (4, 0.012500176), (5, 0.012500176), (6, 0.012500176), (7, 0.012500176), (8, 0.012500176), (9, 0.012500176), (10, 0.012500176), (11, 0.012500178), (12, 0.012500177), (13, 0.012500176), (14, 0.012500176), (15, 0.012500176), (16, 0.012500176), (17, 0.012500176), (18, 0.012500176), (19, 0.76249665)]"
9,9,14.0,0.980611264705658,"[(14, 0.98061126)]"
10,10,14.0,0.9898933172225952,"[(14, 0.9898933)]"
11,11,13.0,0.6865972280502319,"[(3, 0.29294717), (13, 0.6865972)]"
12,12,3.0,0.6831674575805664,"[(3, 0.68316746), (13, 0.2998499)]"
13,13,5.0,0.9909521341323853,"[(5, 0.99095213)]"
14,14,11.0,0.3438023328781128,"[(4, 0.24715096), (5, 0.17179047), (11, 0.34380233), (13, 0.22686563)]"
15,15,8.0,0.9788875579833984,"[(8, 0.9788876)]"
16,16,11.0,0.5733818411827087,"[(11, 0.57338184), (16, 0.40411714)]"
17,17,7.0,0.9916662573814392,"[(7, 0.99166626)]"
18,18,1.0,0.5059845447540283,"[(1, 0.50598454), (11, 0.47765064)]"
19,19,11.0,0.9908648729324341,"[(11, 0.9908649)]"
20,20,14.0,0.9809993505477905,"[(14, 0.98099935)]"
21,21,18.0,0.9813715219497681,"[(18, 0.98137146)]"
22,22,1.0,0.9797860383987427,"[(1, 0.97978604)]"
23,23,1.0,0.9806105494499207,"[(1, 0.9806106)]"
24,24,18.0,0.9809989929199219,"[(18, 0.980999)]"
